Sentiment,Sentence,Clean sentences
167,-1,Export declined by 6 percent to 16.4 million liters .,export declined 6 percent 164 million liters
168,0,"Compared with the FTSE 100 index , which rose 51.5 points ( or 0.9 % ) on the day , this was a relative price change of -0.6 % .",compared ftse 100 index rose 515 points 09 day relative price change 06
169,-1,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",capacity cut 14 passenger load factor 78 percentage points
170,0,Most of the dividend will go to the Grimaldi family .,dividend go grimaldi family
171,-1,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,nokia certainly disagree qualcomm views patent situation
172,1,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",outotec said new orders worth 4929 mln eur quarter compared 2404 mln eur year earlier
173,1,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",oleary material handling services located perth leading company western australia supplies installs provides service tail lifts
174,1,He believes that the soy-oats have a good chance of entering the UK market .,believes soyoats good chance entering uk market
175,0,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,production plant based neste oil proprietary technology use flexible input vegetable oil animal fat
176,-1,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,finnish airline finnair starting temporary layoffs cabin crews february 2010
177,-1,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",changes market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company
178,0,"At the moment , there are approximately 20 Vianor sales offices in Russia .",moment approximately 20 vianor sales offices russia
179,0,"It is necessary to strengthen the company 's operations , however .",necessary strengthen company operations however
180,0,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling timetomarket
181,-1,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,said losing five families month economy many make alternative arrangements save money
182,1,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",operating profit totaled eur 825mn eur 763mn 2004
183,1,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",26 january 2011 finnish metal products company componenta oyj hel cth1v said yesterday net loss narrowed eur500 000 last quarter 2010 eur5 3 period year earlier
184,1,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit company increased 10 h1 reached ls 79000
185,1,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,concept enables commercially affordable way manufacture highquality tco coated glass solar industry
186,0,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",connection deal digia employ 19 persons nokia oslo silicon valley usa
187,0,- Counter your competitor 's strengths and target their weaknesses .,counter competitor strengths target weaknesses
188,0,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",invention released patent office said noncoherent search matrix formed said correlation function matrix
189,-1,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",production products continue normally temporary layoffs concern simultaneously 80 employees
190,-1,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",finnish plumbing heating systems supplier uponor net sales continuing business operations decreased eur 2491 mn julyseptember 2008 compared eur 2621 mn third quarter 2007
191,0,In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .,2005 cargotec net sales exceeded eur 23 billion
192,0,"Previously , it projected the figure to be slightly lower than in 2009 .",previously projected figure slightly lower 2009
193,-1,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,finnish retail software developer aldata solution oyj reported net loss 117 mln euro 172 mln 2007 versus net profit 25 mln euro 37 mln 2006
194,-1,Salonen added that data shows producers ' pulp inventories in North America are declining . ',salonen added data shows producers pulp inventories north america declining
195,1,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",january 11 2010 ephc board directors approved increase quarterly dividend 003 005 per share
196,1,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",shares standard chartered stan rose 12 ftse 100 royal bank scotland rbs shares rose 2 barclays shares barc bcs 17
197,-1,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending 136 144 first quarter 2008
198,-1,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum 45
199,1,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,loans used finance strategic investments shopping center redevelopment projects refinancing maturing debt
200,1,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",2006 kone received order aker yards supply 43 customised elevators first genesis cruise ship scheduled completed 2009
201,0,Net loss in the same period in 2009 was euro18 .6 million .,net loss period 2009 euro18 6 million
202,-1,"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",also cut price projections paper packaging analyst goldman sachs said note monday
203,1,Atria Group is a leading Scandinavian meat products group .,atria group leading scandinavian meat products group
