Sentiment,Sentence,Clean sentences
158,-1,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",finnish scanfil systems supplier contract manufacturer communications sector electronics industry reports net sales totalled eur 947 mn first half 2010 eur 995 mn first half 2009
159,-1,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",finnish national carrier said net loss april june euro26 million net profit euro13 million year earlier
160,1,The agreement expands Tekla Structures ' scope of use to bridge design .,agreement expands tekla structures scope use bridge design
161,-1,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",nokia share price fell less one percent 1870 euros 2541 helsinki siemens shares fell 102 percent 9019 euros 12257 frankfurt
162,1,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",fiskars world 1 scissors brand tm recently learning magazine 2011 teachers choice award classroom
163,1,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",company order book stood 15 bln euro 22 bln september 30 2007 242 pct year international orders amounting 365 mln euro 5343 mln
164,1,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",planning expand product portfolio harbor segment chief executive pekka lundmark told financial times deutschland
165,-1,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,operating profit fourth quarter fell eur33m eur39m year earlier
166,-1,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",finnish suominen corporation makes wipes nonwovens flexible packaging expects changes market situation reduce sales suominen nonwovens wet wipes previously estimated volumes
167,-1,Salonen added that data shows producers ' pulp inventories in North America are declining . ',salonen added data shows producers pulp inventories north america declining
168,1,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,world biggest magazine paper maker said program improve efficiency include closing several least competitive mills would cover company operations resulting annual savings euro200 million us 240 million
169,-1,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",according company addition normal seasonal fluctuation market situation weakened autumn 2008
170,-1,"In Sweden , there is an oversupply of pharmacies .",sweden oversupply pharmacies
171,-1,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur 16 mn 2005 compared eur 59 mn 2004
172,-1,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",adpnews aug 3 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur 59 million usd 84 first half 2009
173,-1,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",operating loss totalled eur 03 mn profit eur 51 mn first half 2009
174,-1,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,layoffs affect 240 people total 320 okmetic employees finland
175,-1,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",based first quarter result existing order backlog new order prospects company expects fullyear sales contract 25 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sales volume
176,-1,"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",however orders received period review fell 17 quarteronquarter eur 213 million recorded second quarter 2010
177,-1,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,helsinki afx kci konecranes said franklin resources inc share voting rights finnish cranes company fell last week 465 pct 9 pct october 2005
178,-1,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,diluted earnings per share eps fell eur 063 eur 171
179,1,Our superior customer centricity and expertise in digital services set us apart from our competitors .,superior customer centricity expertise digital services set us apart competitors
180,-1,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",result transactions aggregate holdings burrill life sciences capital fund lp decreased 5 per cent total number shares votes company
181,1,"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",company booked apriljune new orders worth 949 mln eur compared 786 mln eur period year ago
182,-1,"Several large stocks tacked lower , however .",several large stocks tacked lower however
183,-1,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",finnair passenger load factor measures number sold seats share available seats dropped 13 percentage points 767 september
184,-1,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",shares royal sun alliance continued slide back 12month high 172p last month potential suitor ruled takeover bid
185,-1,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",januaryaugust 2009 imports sea container lorry trailer units fell 277 exports 286 corresponding period 2008
186,-1,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",operating profit totaled eur 67 mn eur 72 mn corresponding period 2005
187,1,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",kaukotelko ltd press release 19062007 1400 1 1 telko group kaukotelko expanding strategic partnership bp industrial lubricants services bp ils acquiring total ownership bp swedish retail company moluballoy ab
188,-1,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,company confirmed estimate lower revenue whole 2009 yearago eur 939 million usd 1373 given interim report august 5
189,-1,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 2597 first half 2009 net profit eur 2
190,-1,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",period sales dropped eur30 6 eur38 3 according interim report released today
